claim,claim_label,claim_id
"Despite the logarithmic relationship between CO2 and surface temperatures, atmospheric CO2 levels are rising so fast that unless we dramatically decrease our emissions, global warming will accelerate over the 21st Century.",0,2983
"As a result, the planet as a whole is becoming less reflective and absorbing more sunlight, which is accelerating global warming.",0,2986
"While preventing global warming is relatively cheap, economists can't even accurately estimate the accelerating costs of climate damages if we continue with business-as-usual.",1,2989
"Yet the cost of doing something will likely be higher than 6 per cent of GDP"" (Bjorn Lomborg)",1,2991
The measurements of the amount of CO2 made at the Mauna Loa Observatory are accurate and uncontaminated by any emissions from the volcano.,0,2992
'Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.,0,2994
The trend in CO2 at Mauna Loa is practically identical to the global trend because CO2 mixes well throughout the atmosphere.,2,2997
"The influence of the volcano is easily spotted and removed, together with other even more important spurious influences.",2,3000
Venus is not hot because of a runaway greenhouse.,1,3003
"""The solar system oscillates with a 60-year cycle due to the Jupiter/Saturn three-synodic cycle and to a Jupiter/Saturn beat tidal cycle...",2,3004
"About 60% of the warming observed from 1970 to 2000 was very likely caused by the above natural 60-year climatic cycle during its warming phase"" (Loehle and Scafetta)",1,3005
There seems to be evidence for a link between solar activity and water levels.,2,3007
"However, more direct comparisons between solar activity and global temperature finds that  as the sun grew hotter or cooler, Earth's climate followed it with a 10 year lag - presumably due to the dampening effect of the ocean.",1,3008
"Also found was that the correlation between solar activity and global temperatures ended around 1975, hence recent warming must have some other cause than solar variations.",0,3009
A South African paper has found a 21 year cycle synchronous with the solar cycle (Alexander 2007).,2,3011
"Some of the regions in which  GRACE claims ice loss in East Antarctica average colder than -30°C  during the summer, and never, ever get above freezing.",2,3017
"Unlike the simple example of positive feedback we learned in high school, the increase from every round of feedback gets smaller and smaller, in the case of the enhanced greenhouse effect.",2,3024
"Consequently, CO2 levels at around 1,000 to 2,300 ppm were actually low enough to promote glaciation in the southern continent of Gondwana.",0,3032
"Since rock weathering reduces atmospheric CO2, this again reinforces the scientific fact that CO2 is a strong driver of climate.",2,3034
"Clearly, other factors besides atmospheric carbon influence earth temperatures and global warming.""",0,3038
"Hocker is claiming that his model shows that the long-term upward trend in CO2 is explained by temperature, when his methods actually removed the long-term trend.",0,3039
"Thousands of coral atolls have ""drowned"" in the past when they were unable to grow fast enough to maintain a presence at sea level",0,3044
There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,0,3046
The clearest of these is simple accounting - humans are emitting CO2 at a rate twice as fast as the atmospheric increase (natural sinks are absorbing the other half).,0,3047
There is no question whatsoever that the CO2 increase is human-caused.,0,3048
"that atmospheric CO2 increase that we observe is a product of temperature  increase, and not the other way around, meaning it is a product of  natural variation...",1,3049
"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",3,3051
"""...there has been no increase in the global average surface temperature for the past 16 years"" (Judith Curry and David Rose)",1,3052
"""The observed data show that CFCs conspiring with cosmic rays most likely caused both the Antarctic ozone hole and global warming...",3,3056
"Correspondingly, the global surface temperature has also dropped.""",3,3058
Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.,2,3059
This increases confidence in other peer-reviewed research predicting sea level rise of 80cm to 2 metres by 2100.,0,3062
'Another global warming myth comes crashing down.,2,3063
"No warming since at least 1995, no melting glaciers and now no rising sea levels.",1,3064
"The claim that 2.2 conventional jobs are destroyed   for  every new job created in the alternative energy industry is based on a study which relies on incorrect numbers, cherrypicked dates, faulty theory, flawed methodology, and is disproven by real-world examples.",0,3066
"for every renewable energy job that the State manages to finance, Spain’s experience...reveals with high confidence, by two different methods, that the U.S. should expect a loss of at least 2.2 jobs on average",2,3068
Continued greenhouse gas emissions at or above current rates would cause further warming and induce many changes in the global climate system during the 21st century that would very likely be larger than those observed during the 20th century.,0,3069
